SalesID, ProductID, Quantity, Date
105084, 129305, 21, 8/03/2000 12:00:00 AM
105089, 257899, 14, 18/03/2000 12:00:00 AM
105095, 793458, 11, 15/03/2000 12:00:00 AM
105105, 129305, 48, 14/03/2000 12:00:00 AM
105112, 793458, 37, 13/03/2000 12:00:00 AM
105119, 659347, 17, 26/03/2000 12:00:00 AM
105128, 659347, 39, 14/03/2000 12:00:00 AM
105132, 257899, 16, 5/03/2000 12:00:00 AM
105138, 793458, 49, 25/03/2000 12:00:00 AM
105146, 793458, 11, 2/03/2000 12:00:00 AM
105148, 129305, 39, 5/03/2000 12:00:00 AM
105149, 793458, 6, 15/03/2000 12:00:00 AM
105171, 659347, 21, 16/03/2000 12:00:00 AM
105180, 257899, 12, 16/03/2000 12:00:00 AM
105185, 659347, 38, 3/03/2000 12:00:00 AM
105191, 563245, 21, 20/03/2000 12:00:00 AM
105205, 129305, 6, 17/03/2000 12:00:00 AM
105214, 563245, 20, 25/03/2000 12:00:00 AM
105217, 345932, 22, 4/03/2000 12:00:00 AM
105225, 257899, 6, 9/03/2000 12:00:00 AM
105227, 345932, 11, 23/03/2000 12:00:00 AM
105239, 659347, 46, 11/03/2000 12:00:00 AM
105253, 563245, 35, 9/03/2000 12:00:00 AM
105256, 345932, 42, 14/03/2000 12:00:00 AM
105263, 257899, 5, 10/03/2000 12:00:00 AM
105278, 257899, 4, 27/03/2000 12:00:00 AM
105286, 129305, 37, 23/03/2000 12:00:00 AM
105297, 563245, 29, 22/03/2000 12:00:00 AM
105301, 345932, 29, 21/03/2000 12:00:00 AM
105303, 563245, 20, 5/03/2000 12:00:00 AM
105314, 345932, 1, 13/03/2000 12:00:00 AM
105326, 129305, 26, 4/03/2000 12:00:00 AM
105342, 129305, 6, 24/03/2000 12:00:00 AM
105367, 257899, 35, 26/03/2000 12:00:00 AM
105371, 659347, 26, 17/03/2000 12:00:00 AM
105382, 793458, 47, 18/03/2000 12:00:00 AM
105391, 257899, 40, 17/03/2000 12:00:00 AM
105396, 563245, 42, 1/03/2000 12:00:00 AM
105402, 659347, 26, 19/03/2000 12:00:00 AM
105406, 793458, 46, 21/03/2000 12:00:00 AM
105410, 129305, 2, 14/03/2000 12:00:00 AM
105416, 129305, 31, 21/03/2000 12:00:00 AM
105420, 129305, 13, 10/03/2000 12:00:00 AM
105426, 257899, 44, 24/03/2000 12:00:00 AM
105427, 257899, 21, 21/03/2000 12:00:00 AM
105430, 563245, 19, 15/03/2000 12:00:00 AM
105431, 793458, 38, 2/03/2000 12:00:00 AM
105446, 793458, 42, 22/03/2000 12:00:00 AM
105454, 345932, 3, 13/03/2000 12:00:00 AM
105457, 345932, 38, 9/03/2000 12:00:00 AM
105464, 257899, 10, 27/03/2000 12:00:00 AM
105467, 129305, 40, 25/03/2000 12:00:00 AM
105476, 257899, 43, 9/03/2000 12:00:00 AM
105479, 793458, 29, 10/03/2000 12:00:00 AM
105495, 563245, 37, 22/03/2000 12:00:00 AM
105499, 129305, 31, 23/03/2000 12:00:00 AM
105501, 257899, 18, 7/03/2000 12:00:00 AM
105505, 563245, 49, 2/03/2000 12:00:00 AM
105507, 345932, 49, 18/03/2000 12:00:00 AM
105528, 659347, 8, 1/03/2000 12:00:00 AM
105542, 129305, 26, 25/03/2000 12:00:00 AM
105567, 793458, 6, 16/03/2000 12:00:00 AM
105590, 129305, 36, 12/03/2000 12:00:00 AM
105595, 563245, 6, 18/03/2000 12:00:00 AM
105598, 793458, 44, 5/03/2000 12:00:00 AM
105603, 659347, 43, 25/03/2000 12:00:00 AM
105604, 345932, 28, 22/03/2000 12:00:00 AM
105607, 793458, 44, 21/03/2000 12:00:00 AM
105633, 129305, 39, 4/03/2000 12:00:00 AM
105635, 257899, 47, 8/03/2000 12:00:00 AM
