SalesID, ProductID, Quantity, Date
29, 563245, 8, 17/09/2020 12:00:00 AM
30, 563245, 8, 15/09/2020 12:00:00 AM
31, 563245, 3, 14/09/2020 12:00:00 AM
32, 563245, 2, 20/09/2020 12:00:00 AM
33, 563245, 2, 13/09/2020 12:00:00 AM
34, 563245, 3, 18/09/2020 12:00:00 AM
38, 563245, 5, 18/09/2020 12:00:00 AM
39, 563245, 5, 18/09/2020 12:00:00 AM
40, 563245, 5, 18/09/2020 12:00:00 AM
41, 563245, 5, 18/09/2020 12:00:00 AM
42, 563245, 5, 18/09/2020 12:00:00 AM
43, 563245, 5, 18/09/2020 12:00:00 AM
44, 563245, 5, 18/09/2020 12:00:00 AM
45, 563245, 5, 18/09/2020 12:00:00 AM
46, 563245, 5, 18/09/2020 12:00:00 AM
47, 563245, 5, 18/09/2020 12:00:00 AM
48, 563245, 5, 18/09/2020 12:00:00 AM
49, 563245, 5, 18/09/2020 12:00:00 AM
50, 563245, 5, 18/09/2020 12:00:00 AM
96075, 563245, 43, 24/09/2020 12:00:00 AM
96088, 563245, 19, 25/09/2020 12:00:00 AM
96092, 563245, 34, 18/09/2020 12:00:00 AM
96131, 563245, 39, 7/09/2020 12:00:00 AM
96139, 563245, 33, 21/09/2020 12:00:00 AM
96143, 563245, 4, 5/09/2020 12:00:00 AM
96152, 563245, 45, 8/09/2020 12:00:00 AM
96156, 563245, 8, 26/09/2020 12:00:00 AM
96184, 563245, 49, 1/09/2020 12:00:00 AM
96190, 563245, 34, 18/09/2020 12:00:00 AM
96199, 563245, 33, 16/09/2020 12:00:00 AM
96208, 563245, 42, 14/09/2020 12:00:00 AM
96209, 563245, 43, 17/09/2020 12:00:00 AM
96218, 563245, 2, 18/09/2020 12:00:00 AM
96219, 563245, 43, 3/09/2020 12:00:00 AM
96244, 563245, 35, 11/09/2020 12:00:00 AM
96249, 563245, 44, 18/09/2020 12:00:00 AM
96254, 563245, 45, 23/09/2020 12:00:00 AM
96263, 563245, 42, 25/09/2020 12:00:00 AM
96265, 563245, 8, 1/09/2020 12:00:00 AM
96283, 563245, 20, 18/09/2020 12:00:00 AM
96300, 563245, 40, 16/09/2020 12:00:00 AM
96328, 563245, 23, 8/09/2020 12:00:00 AM
96337, 563245, 6, 6/09/2020 12:00:00 AM
96360, 563245, 14, 8/09/2020 12:00:00 AM
96362, 563245, 20, 19/09/2020 12:00:00 AM
96366, 563245, 17, 3/09/2020 12:00:00 AM
96398, 563245, 21, 13/09/2020 12:00:00 AM
96400, 563245, 30, 23/09/2020 12:00:00 AM
96410, 563245, 7, 1/09/2020 12:00:00 AM
96412, 563245, 44, 21/09/2020 12:00:00 AM
96419, 563245, 9, 21/09/2020 12:00:00 AM
96424, 563245, 36, 12/09/2020 12:00:00 AM
96450, 563245, 19, 14/09/2020 12:00:00 AM
96456, 563245, 37, 2/09/2020 12:00:00 AM
96464, 563245, 11, 11/09/2020 12:00:00 AM
96482, 563245, 31, 22/09/2020 12:00:00 AM
96514, 563245, 22, 12/09/2020 12:00:00 AM
96534, 563245, 48, 26/09/2020 12:00:00 AM
96541, 563245, 19, 5/09/2020 12:00:00 AM
96548, 563245, 43, 10/09/2020 12:00:00 AM
96553, 563245, 40, 19/09/2020 12:00:00 AM
96554, 563245, 4, 10/09/2020 12:00:00 AM
96555, 563245, 46, 26/09/2020 12:00:00 AM
96569, 563245, 9, 8/09/2020 12:00:00 AM
96579, 563245, 4, 10/09/2020 12:00:00 AM
96581, 563245, 17, 4/09/2020 12:00:00 AM
96587, 563245, 45, 10/09/2020 12:00:00 AM
96590, 563245, 19, 7/09/2020 12:00:00 AM
96596, 563245, 35, 10/09/2020 12:00:00 AM
96607, 563245, 27, 6/09/2020 12:00:00 AM
96623, 563245, 6, 12/09/2020 12:00:00 AM
96627, 563245, 19, 25/09/2020 12:00:00 AM
96636, 563245, 4, 1/09/2020 12:00:00 AM
96644, 563245, 34, 22/09/2020 12:00:00 AM
96649, 563245, 22, 14/09/2020 12:00:00 AM
96652, 563245, 15, 10/09/2020 12:00:00 AM
96656, 563245, 27, 6/09/2020 12:00:00 AM
96698, 563245, 47, 25/09/2020 12:00:00 AM
96703, 563245, 22, 17/09/2020 12:00:00 AM
96708, 563245, 28, 1/09/2020 12:00:00 AM
96714, 563245, 3, 9/09/2020 12:00:00 AM
96723, 563245, 14, 9/09/2020 12:00:00 AM
96750, 563245, 31, 14/09/2020 12:00:00 AM
96752, 563245, 3, 18/09/2020 12:00:00 AM
96786, 563245, 34, 17/09/2020 12:00:00 AM
96801, 563245, 2, 14/09/2020 12:00:00 AM
96803, 563245, 23, 10/09/2020 12:00:00 AM
96818, 563245, 9, 3/09/2020 12:00:00 AM
96829, 563245, 24, 21/09/2020 12:00:00 AM
96863, 563245, 16, 13/09/2020 12:00:00 AM
96870, 563245, 39, 10/09/2020 12:00:00 AM
96893, 563245, 28, 25/09/2020 12:00:00 AM
96898, 563245, 44, 20/09/2020 12:00:00 AM
96908, 563245, 41, 25/09/2020 12:00:00 AM
96909, 563245, 42, 23/09/2020 12:00:00 AM
96924, 563245, 27, 18/09/2020 12:00:00 AM
96927, 563245, 48, 10/09/2020 12:00:00 AM
96934, 563245, 23, 3/09/2020 12:00:00 AM
96947, 563245, 32, 13/09/2020 12:00:00 AM
96952, 563245, 11, 8/09/2020 12:00:00 AM
96955, 563245, 19, 20/09/2020 12:00:00 AM
96956, 563245, 2, 23/09/2020 12:00:00 AM
97001, 563245, 38, 25/09/2020 12:00:00 AM
97028, 563245, 40, 12/09/2020 12:00:00 AM
97038, 563245, 25, 10/09/2020 12:00:00 AM
97043, 563245, 30, 13/09/2020 12:00:00 AM
97046, 563245, 7, 5/09/2020 12:00:00 AM
97048, 563245, 47, 8/09/2020 12:00:00 AM
97075, 563245, 44, 15/09/2020 12:00:00 AM
97082, 563245, 1, 17/09/2020 12:00:00 AM
97092, 563245, 9, 7/09/2020 12:00:00 AM
