SalesID, ProductID, Quantity, Date
105055, 345932, 29, 9/02/2000 12:00:00 AM
105059, 659347, 44, 24/02/2000 12:00:00 AM
105061, 257899, 24, 21/02/2000 12:00:00 AM
105068, 129305, 49, 14/02/2000 12:00:00 AM
105110, 129305, 20, 24/02/2000 12:00:00 AM
105120, 563245, 17, 19/02/2000 12:00:00 AM
105123, 563245, 40, 20/02/2000 12:00:00 AM
105135, 345932, 31, 11/02/2000 12:00:00 AM
105142, 257899, 42, 5/02/2000 12:00:00 AM
105144, 257899, 4, 16/02/2000 12:00:00 AM
105145, 659347, 38, 17/02/2000 12:00:00 AM
105151, 563245, 14, 5/02/2000 12:00:00 AM
105154, 129305, 7, 26/02/2000 12:00:00 AM
105157, 563245, 40, 6/02/2000 12:00:00 AM
105162, 793458, 19, 21/02/2000 12:00:00 AM
105189, 345932, 14, 9/02/2000 12:00:00 AM
105223, 257899, 34, 12/02/2000 12:00:00 AM
105228, 659347, 41, 22/02/2000 12:00:00 AM
105233, 257899, 15, 19/02/2000 12:00:00 AM
105236, 793458, 26, 14/02/2000 12:00:00 AM
105246, 563245, 5, 24/02/2000 12:00:00 AM
105274, 659347, 14, 19/02/2000 12:00:00 AM
105279, 129305, 3, 17/02/2000 12:00:00 AM
105290, 659347, 48, 5/02/2000 12:00:00 AM
105300, 129305, 4, 19/02/2000 12:00:00 AM
105311, 563245, 4, 12/02/2000 12:00:00 AM
105324, 659347, 14, 23/02/2000 12:00:00 AM
105329, 793458, 39, 13/02/2000 12:00:00 AM
105346, 257899, 16, 26/02/2000 12:00:00 AM
105349, 793458, 14, 24/02/2000 12:00:00 AM
105356, 345932, 21, 19/02/2000 12:00:00 AM
105372, 659347, 40, 13/02/2000 12:00:00 AM
105381, 563245, 40, 21/02/2000 12:00:00 AM
105386, 345932, 26, 27/02/2000 12:00:00 AM
105428, 793458, 6, 3/02/2000 12:00:00 AM
105434, 345932, 45, 10/02/2000 12:00:00 AM
105447, 345932, 32, 27/02/2000 12:00:00 AM
105451, 659347, 25, 27/02/2000 12:00:00 AM
105453, 129305, 2, 5/02/2000 12:00:00 AM
105471, 793458, 46, 25/02/2000 12:00:00 AM
105473, 345932, 49, 27/02/2000 12:00:00 AM
105478, 659347, 27, 8/02/2000 12:00:00 AM
105487, 659347, 45, 5/02/2000 12:00:00 AM
105500, 793458, 36, 16/02/2000 12:00:00 AM
105514, 345932, 3, 10/02/2000 12:00:00 AM
105526, 257899, 32, 25/02/2000 12:00:00 AM
