SalesID, ProductID, Quantity, Date
105058, 659347, 22, 16/11/2000 12:00:00 AM
105106, 257899, 5, 1/11/2000 12:00:00 AM
105108, 793458, 45, 23/11/2000 12:00:00 AM
105122, 793458, 11, 21/11/2000 12:00:00 AM
105125, 345932, 10, 27/11/2000 12:00:00 AM
105126, 257899, 7, 1/11/2000 12:00:00 AM
105127, 345932, 22, 15/11/2000 12:00:00 AM
105143, 793458, 41, 2/11/2000 12:00:00 AM
105153, 345932, 23, 23/11/2000 12:00:00 AM
105163, 793458, 14, 13/11/2000 12:00:00 AM
105174, 563245, 40, 17/11/2000 12:00:00 AM
105182, 129305, 42, 17/11/2000 12:00:00 AM
105197, 345932, 44, 7/11/2000 12:00:00 AM
105200, 793458, 44, 9/11/2000 12:00:00 AM
105202, 563245, 48, 5/11/2000 12:00:00 AM
105207, 793458, 29, 11/11/2000 12:00:00 AM
105226, 659347, 25, 8/11/2000 12:00:00 AM
105243, 345932, 28, 9/11/2000 12:00:00 AM
105247, 659347, 42, 14/11/2000 12:00:00 AM
105261, 129305, 44, 16/11/2000 12:00:00 AM
105280, 129305, 21, 26/11/2000 12:00:00 AM
105287, 345932, 4, 18/11/2000 12:00:00 AM
105298, 659347, 14, 1/11/2000 12:00:00 AM
105307, 345932, 29, 9/11/2000 12:00:00 AM
105313, 659347, 48, 26/11/2000 12:00:00 AM
105323, 345932, 7, 19/11/2000 12:00:00 AM
105357, 129305, 12, 15/11/2000 12:00:00 AM
105366, 659347, 4, 16/11/2000 12:00:00 AM
105384, 345932, 20, 3/11/2000 12:00:00 AM
105413, 563245, 30, 5/11/2000 12:00:00 AM
105414, 793458, 6, 5/11/2000 12:00:00 AM
105421, 257899, 34, 24/11/2000 12:00:00 AM
105443, 129305, 6, 16/11/2000 12:00:00 AM
105459, 793458, 28, 10/11/2000 12:00:00 AM
105461, 129305, 17, 13/11/2000 12:00:00 AM
105486, 659347, 41, 22/11/2000 12:00:00 AM
105491, 659347, 48, 6/11/2000 12:00:00 AM
105502, 659347, 11, 8/11/2000 12:00:00 AM
105517, 129305, 26, 4/11/2000 12:00:00 AM
105518, 257899, 33, 9/11/2000 12:00:00 AM
105532, 129305, 44, 5/11/2000 12:00:00 AM
105547, 659347, 20, 24/11/2000 12:00:00 AM
105557, 345932, 37, 4/11/2000 12:00:00 AM
105558, 793458, 41, 11/11/2000 12:00:00 AM
105581, 563245, 15, 16/11/2000 12:00:00 AM
105602, 563245, 26, 5/11/2000 12:00:00 AM
105618, 659347, 2, 10/11/2000 12:00:00 AM
105627, 563245, 15, 4/11/2000 12:00:00 AM
105651, 345932, 12, 9/11/2000 12:00:00 AM
105654, 659347, 17, 9/11/2000 12:00:00 AM
105665, 345932, 37, 20/11/2000 12:00:00 AM
105675, 345932, 4, 17/11/2000 12:00:00 AM
105682, 345932, 47, 21/11/2000 12:00:00 AM
105685, 793458, 46, 25/11/2000 12:00:00 AM
105703, 793458, 42, 27/11/2000 12:00:00 AM
105704, 345932, 2, 20/11/2000 12:00:00 AM
105714, 257899, 35, 25/11/2000 12:00:00 AM
105739, 793458, 10, 12/11/2000 12:00:00 AM
105743, 793458, 25, 14/11/2000 12:00:00 AM
105745, 793458, 22, 10/11/2000 12:00:00 AM
105755, 129305, 14, 4/11/2000 12:00:00 AM
105780, 129305, 7, 16/11/2000 12:00:00 AM
105782, 129305, 36, 7/11/2000 12:00:00 AM
105787, 345932, 12, 5/11/2000 12:00:00 AM
105811, 563245, 31, 3/11/2000 12:00:00 AM
105817, 345932, 21, 13/11/2000 12:00:00 AM
105852, 793458, 10, 1/11/2000 12:00:00 AM
105853, 257899, 7, 6/11/2000 12:00:00 AM
105863, 129305, 41, 5/11/2000 12:00:00 AM
105876, 563245, 24, 12/11/2000 12:00:00 AM
105891, 257899, 22, 13/11/2000 12:00:00 AM
105892, 793458, 22, 12/11/2000 12:00:00 AM
105896, 257899, 14, 2/11/2000 12:00:00 AM
105902, 793458, 1, 20/11/2000 12:00:00 AM
105906, 257899, 32, 13/11/2000 12:00:00 AM
105909, 659347, 5, 4/11/2000 12:00:00 AM
105918, 793458, 45, 11/11/2000 12:00:00 AM
105922, 793458, 49, 14/11/2000 12:00:00 AM
105935, 793458, 46, 11/11/2000 12:00:00 AM
105938, 659347, 19, 27/11/2000 12:00:00 AM
105943, 563245, 12, 26/11/2000 12:00:00 AM
105947, 793458, 24, 19/11/2000 12:00:00 AM
105953, 129305, 43, 3/11/2000 12:00:00 AM
105955, 257899, 3, 5/11/2000 12:00:00 AM
105963, 659347, 19, 10/11/2000 12:00:00 AM
105971, 257899, 38, 3/11/2000 12:00:00 AM
105972, 345932, 11, 25/11/2000 12:00:00 AM
105986, 563245, 45, 16/11/2000 12:00:00 AM
105996, 129305, 32, 2/11/2000 12:00:00 AM
106002, 345932, 41, 11/11/2000 12:00:00 AM
106017, 345932, 35, 20/11/2000 12:00:00 AM
106026, 129305, 22, 26/11/2000 12:00:00 AM
106032, 563245, 13, 10/11/2000 12:00:00 AM
106048, 563245, 13, 15/11/2000 12:00:00 AM
106049, 345932, 11, 8/11/2000 12:00:00 AM
106050, 257899, 31, 12/11/2000 12:00:00 AM
106057, 129305, 14, 8/11/2000 12:00:00 AM
