SalesID, ProductID, Quantity, Date
105062, 345932, 38, 5/09/2000 12:00:00 AM
105072, 563245, 23, 14/09/2000 12:00:00 AM
105103, 257899, 29, 5/09/2000 12:00:00 AM
105114, 793458, 48, 22/09/2000 12:00:00 AM
105140, 563245, 10, 1/09/2000 12:00:00 AM
105166, 793458, 22, 23/09/2000 12:00:00 AM
105181, 793458, 23, 7/09/2000 12:00:00 AM
105213, 563245, 41, 20/09/2000 12:00:00 AM
105221, 793458, 2, 20/09/2000 12:00:00 AM
105248, 257899, 48, 13/09/2000 12:00:00 AM
105254, 793458, 13, 7/09/2000 12:00:00 AM
105259, 563245, 29, 19/09/2000 12:00:00 AM
105267, 129305, 35, 10/09/2000 12:00:00 AM
105269, 257899, 12, 16/09/2000 12:00:00 AM
105270, 793458, 34, 8/09/2000 12:00:00 AM
105276, 659347, 10, 5/09/2000 12:00:00 AM
105294, 659347, 12, 13/09/2000 12:00:00 AM
105380, 659347, 17, 11/09/2000 12:00:00 AM
105388, 345932, 21, 2/09/2000 12:00:00 AM
105389, 257899, 17, 3/09/2000 12:00:00 AM
105390, 345932, 6, 6/09/2000 12:00:00 AM
105400, 345932, 25, 21/09/2000 12:00:00 AM
105401, 129305, 28, 6/09/2000 12:00:00 AM
105440, 659347, 10, 3/09/2000 12:00:00 AM
105442, 129305, 6, 23/09/2000 12:00:00 AM
105445, 345932, 27, 19/09/2000 12:00:00 AM
105449, 345932, 24, 10/09/2000 12:00:00 AM
105460, 659347, 14, 26/09/2000 12:00:00 AM
105462, 563245, 25, 9/09/2000 12:00:00 AM
105468, 129305, 45, 10/09/2000 12:00:00 AM
105477, 563245, 17, 7/09/2000 12:00:00 AM
105480, 129305, 31, 15/09/2000 12:00:00 AM
105497, 793458, 33, 22/09/2000 12:00:00 AM
105498, 129305, 41, 17/09/2000 12:00:00 AM
105512, 345932, 11, 10/09/2000 12:00:00 AM
105524, 257899, 29, 12/09/2000 12:00:00 AM
105530, 257899, 6, 25/09/2000 12:00:00 AM
105539, 659347, 47, 27/09/2000 12:00:00 AM
105568, 345932, 10, 2/09/2000 12:00:00 AM
105577, 793458, 5, 15/09/2000 12:00:00 AM
105584, 793458, 24, 8/09/2000 12:00:00 AM
105588, 563245, 32, 12/09/2000 12:00:00 AM
105614, 793458, 4, 13/09/2000 12:00:00 AM
105648, 257899, 32, 24/09/2000 12:00:00 AM
105653, 659347, 48, 19/09/2000 12:00:00 AM
105666, 563245, 17, 9/09/2000 12:00:00 AM
105668, 129305, 48, 6/09/2000 12:00:00 AM
105688, 345932, 36, 22/09/2000 12:00:00 AM
105697, 563245, 35, 1/09/2000 12:00:00 AM
105698, 257899, 14, 17/09/2000 12:00:00 AM
105699, 129305, 28, 15/09/2000 12:00:00 AM
105716, 345932, 5, 23/09/2000 12:00:00 AM
