SalesID, ProductID, Quantity, Date
105051, 659347, 14, 1/07/2000 12:00:00 AM
105060, 793458, 49, 14/07/2000 12:00:00 AM
105079, 563245, 43, 25/07/2000 12:00:00 AM
105082, 257899, 32, 17/07/2000 12:00:00 AM
105088, 659347, 22, 15/07/2000 12:00:00 AM
105099, 563245, 44, 3/07/2000 12:00:00 AM
105109, 659347, 15, 27/07/2000 12:00:00 AM
105129, 257899, 16, 9/07/2000 12:00:00 AM
105133, 129305, 16, 11/07/2000 12:00:00 AM
105150, 793458, 28, 20/07/2000 12:00:00 AM
105152, 129305, 9, 18/07/2000 12:00:00 AM
105167, 659347, 40, 17/07/2000 12:00:00 AM
105179, 659347, 14, 16/07/2000 12:00:00 AM
105186, 257899, 7, 13/07/2000 12:00:00 AM
105199, 345932, 33, 21/07/2000 12:00:00 AM
105209, 257899, 25, 18/07/2000 12:00:00 AM
105210, 257899, 26, 14/07/2000 12:00:00 AM
105212, 659347, 46, 25/07/2000 12:00:00 AM
105216, 129305, 28, 7/07/2000 12:00:00 AM
105238, 659347, 22, 9/07/2000 12:00:00 AM
105258, 345932, 44, 14/07/2000 12:00:00 AM
105282, 129305, 23, 1/07/2000 12:00:00 AM
105284, 257899, 34, 21/07/2000 12:00:00 AM
105288, 129305, 27, 22/07/2000 12:00:00 AM
105293, 345932, 19, 26/07/2000 12:00:00 AM
105305, 129305, 7, 4/07/2000 12:00:00 AM
105309, 345932, 34, 26/07/2000 12:00:00 AM
105310, 659347, 6, 23/07/2000 12:00:00 AM
105319, 563245, 39, 12/07/2000 12:00:00 AM
105322, 659347, 22, 13/07/2000 12:00:00 AM
105333, 563245, 36, 17/07/2000 12:00:00 AM
105335, 793458, 17, 21/07/2000 12:00:00 AM
105338, 129305, 34, 11/07/2000 12:00:00 AM
105344, 659347, 26, 16/07/2000 12:00:00 AM
105350, 793458, 16, 8/07/2000 12:00:00 AM
105352, 257899, 35, 10/07/2000 12:00:00 AM
105353, 257899, 41, 11/07/2000 12:00:00 AM
105355, 793458, 5, 25/07/2000 12:00:00 AM
105361, 563245, 18, 25/07/2000 12:00:00 AM
105362, 793458, 7, 11/07/2000 12:00:00 AM
105383, 345932, 37, 25/07/2000 12:00:00 AM
105393, 659347, 11, 6/07/2000 12:00:00 AM
105398, 659347, 46, 15/07/2000 12:00:00 AM
105405, 563245, 8, 18/07/2000 12:00:00 AM
105409, 345932, 34, 26/07/2000 12:00:00 AM
105415, 345932, 49, 19/07/2000 12:00:00 AM
105423, 659347, 21, 4/07/2000 12:00:00 AM
105435, 345932, 4, 4/07/2000 12:00:00 AM
105450, 345932, 5, 6/07/2000 12:00:00 AM
105452, 793458, 25, 22/07/2000 12:00:00 AM
105481, 659347, 23, 3/07/2000 12:00:00 AM
105482, 659347, 41, 23/07/2000 12:00:00 AM
105488, 345932, 16, 6/07/2000 12:00:00 AM
105490, 257899, 6, 20/07/2000 12:00:00 AM
105493, 793458, 7, 11/07/2000 12:00:00 AM
105509, 563245, 35, 10/07/2000 12:00:00 AM
105520, 129305, 34, 4/07/2000 12:00:00 AM
105535, 659347, 6, 13/07/2000 12:00:00 AM
105537, 793458, 31, 15/07/2000 12:00:00 AM
105551, 345932, 33, 5/07/2000 12:00:00 AM
105560, 659347, 44, 19/07/2000 12:00:00 AM
105566, 129305, 2, 7/07/2000 12:00:00 AM
105571, 257899, 9, 2/07/2000 12:00:00 AM
105574, 257899, 1, 6/07/2000 12:00:00 AM
105578, 345932, 42, 16/07/2000 12:00:00 AM
105589, 129305, 33, 25/07/2000 12:00:00 AM
105610, 793458, 29, 26/07/2000 12:00:00 AM
105625, 793458, 41, 14/07/2000 12:00:00 AM
105638, 345932, 15, 7/07/2000 12:00:00 AM
105646, 257899, 27, 21/07/2000 12:00:00 AM
105658, 257899, 18, 15/07/2000 12:00:00 AM
105673, 563245, 45, 23/07/2000 12:00:00 AM
105684, 563245, 40, 25/07/2000 12:00:00 AM
105689, 659347, 26, 8/07/2000 12:00:00 AM
105694, 563245, 19, 20/07/2000 12:00:00 AM
105713, 563245, 1, 5/07/2000 12:00:00 AM
105720, 257899, 47, 1/07/2000 12:00:00 AM
105724, 345932, 13, 12/07/2000 12:00:00 AM
105726, 793458, 18, 7/07/2000 12:00:00 AM
105729, 659347, 3, 11/07/2000 12:00:00 AM
105741, 793458, 27, 16/07/2000 12:00:00 AM
105783, 659347, 21, 13/07/2000 12:00:00 AM
105791, 563245, 10, 9/07/2000 12:00:00 AM
105793, 563245, 11, 20/07/2000 12:00:00 AM
105794, 257899, 15, 17/07/2000 12:00:00 AM
105807, 129305, 5, 1/07/2000 12:00:00 AM
105820, 129305, 49, 24/07/2000 12:00:00 AM
105829, 129305, 33, 5/07/2000 12:00:00 AM
105880, 563245, 16, 25/07/2000 12:00:00 AM
105883, 257899, 28, 10/07/2000 12:00:00 AM
105886, 659347, 24, 15/07/2000 12:00:00 AM
105887, 563245, 26, 2/07/2000 12:00:00 AM
105900, 345932, 6, 4/07/2000 12:00:00 AM
105911, 659347, 23, 6/07/2000 12:00:00 AM
105919, 659347, 18, 21/07/2000 12:00:00 AM
105952, 345932, 48, 19/07/2000 12:00:00 AM
105958, 345932, 19, 2/07/2000 12:00:00 AM
105961, 793458, 15, 19/07/2000 12:00:00 AM
105973, 659347, 24, 27/07/2000 12:00:00 AM
105989, 345932, 16, 13/07/2000 12:00:00 AM
105997, 257899, 9, 27/07/2000 12:00:00 AM
106000, 659347, 16, 21/07/2000 12:00:00 AM
106009, 129305, 21, 23/07/2000 12:00:00 AM
106014, 793458, 35, 1/07/2000 12:00:00 AM
106035, 563245, 38, 16/07/2000 12:00:00 AM
106064, 129305, 8, 21/07/2000 12:00:00 AM
106072, 563245, 32, 11/07/2000 12:00:00 AM
106074, 129305, 9, 12/07/2000 12:00:00 AM
106075, 793458, 33, 19/07/2000 12:00:00 AM
106080, 129305, 49, 26/07/2000 12:00:00 AM
106085, 257899, 9, 25/07/2000 12:00:00 AM
106091, 345932, 23, 16/07/2000 12:00:00 AM
106096, 257899, 37, 12/07/2000 12:00:00 AM
106101, 793458, 29, 3/07/2000 12:00:00 AM
106118, 257899, 9, 13/07/2000 12:00:00 AM
106138, 659347, 13, 1/07/2000 12:00:00 AM
106152, 345932, 13, 12/07/2000 12:00:00 AM
106154, 659347, 44, 9/07/2000 12:00:00 AM
106158, 345932, 5, 12/07/2000 12:00:00 AM
106173, 659347, 21, 1/07/2000 12:00:00 AM
106176, 659347, 18, 1/07/2000 12:00:00 AM
106188, 563245, 22, 14/07/2000 12:00:00 AM
106202, 129305, 27, 27/07/2000 12:00:00 AM
106203, 563245, 14, 25/07/2000 12:00:00 AM
106219, 659347, 49, 16/07/2000 12:00:00 AM
106232, 793458, 43, 22/07/2000 12:00:00 AM
106237, 345932, 11, 2/07/2000 12:00:00 AM
106238, 129305, 47, 11/07/2000 12:00:00 AM
106243, 659347, 21, 14/07/2000 12:00:00 AM
106247, 793458, 1, 18/07/2000 12:00:00 AM
106250, 563245, 21, 22/07/2000 12:00:00 AM
106256, 129305, 31, 5/07/2000 12:00:00 AM
106274, 793458, 33, 24/07/2000 12:00:00 AM
106308, 345932, 11, 4/07/2000 12:00:00 AM
106311, 563245, 47, 4/07/2000 12:00:00 AM
106314, 659347, 32, 23/07/2000 12:00:00 AM
106319, 659347, 22, 18/07/2000 12:00:00 AM
106328, 129305, 45, 3/07/2000 12:00:00 AM
106330, 793458, 37, 18/07/2000 12:00:00 AM
106342, 563245, 5, 14/07/2000 12:00:00 AM
106386, 659347, 42, 8/07/2000 12:00:00 AM
106395, 659347, 30, 17/07/2000 12:00:00 AM
106418, 563245, 2, 22/07/2000 12:00:00 AM
106419, 659347, 43, 23/07/2000 12:00:00 AM
106420, 659347, 32, 21/07/2000 12:00:00 AM
106424, 345932, 38, 10/07/2000 12:00:00 AM
106445, 129305, 29, 3/07/2000 12:00:00 AM
106480, 345932, 3, 22/07/2000 12:00:00 AM
106500, 659347, 21, 7/07/2000 12:00:00 AM
106503, 257899, 40, 10/07/2000 12:00:00 AM
106506, 345932, 27, 27/07/2000 12:00:00 AM
106523, 345932, 26, 4/07/2000 12:00:00 AM
106540, 129305, 10, 22/07/2000 12:00:00 AM
106547, 345932, 20, 22/07/2000 12:00:00 AM
106553, 563245, 37, 22/07/2000 12:00:00 AM
106568, 257899, 8, 18/07/2000 12:00:00 AM
106571, 659347, 46, 7/07/2000 12:00:00 AM
106589, 563245, 46, 16/07/2000 12:00:00 AM
106590, 345932, 7, 14/07/2000 12:00:00 AM
106607, 129305, 12, 24/07/2000 12:00:00 AM
106609, 345932, 20, 5/07/2000 12:00:00 AM
106612, 129305, 49, 25/07/2000 12:00:00 AM
106619, 257899, 19, 10/07/2000 12:00:00 AM
106653, 257899, 49, 7/07/2000 12:00:00 AM
106657, 793458, 42, 25/07/2000 12:00:00 AM
106661, 129305, 45, 5/07/2000 12:00:00 AM
106670, 257899, 17, 23/07/2000 12:00:00 AM
106678, 563245, 44, 10/07/2000 12:00:00 AM
106688, 563245, 25, 24/07/2000 12:00:00 AM
106699, 659347, 44, 4/07/2000 12:00:00 AM
106700, 659347, 34, 14/07/2000 12:00:00 AM
106703, 257899, 13, 3/07/2000 12:00:00 AM
106723, 345932, 3, 22/07/2000 12:00:00 AM
106730, 345932, 23, 3/07/2000 12:00:00 AM
106748, 563245, 18, 16/07/2000 12:00:00 AM
106752, 659347, 7, 2/07/2000 12:00:00 AM
106757, 793458, 43, 24/07/2000 12:00:00 AM
106760, 563245, 49, 23/07/2000 12:00:00 AM
106780, 129305, 5, 26/07/2000 12:00:00 AM
106811, 563245, 45, 14/07/2000 12:00:00 AM
106833, 659347, 35, 2/07/2000 12:00:00 AM
106887, 257899, 11, 11/07/2000 12:00:00 AM
106905, 257899, 26, 16/07/2000 12:00:00 AM
106917, 563245, 38, 8/07/2000 12:00:00 AM
106925, 563245, 35, 17/07/2000 12:00:00 AM
106929, 345932, 29, 2/07/2000 12:00:00 AM
106930, 345932, 49, 16/07/2000 12:00:00 AM
106945, 793458, 38, 27/07/2000 12:00:00 AM
106955, 129305, 27, 5/07/2000 12:00:00 AM
106982, 563245, 9, 7/07/2000 12:00:00 AM
